date,avg_temp,wind_sp,rel_hum,max_temp,min_temp,atm_press,global_rad,total_col_vat_wap_kg
20220314,3.1,3.7,52.0,12.7,-0.7,1004.5,0,0
20220322,8.6,5.7,25.0,14.8,0.9,991.2,0,0
20220618,20.4,0.9,57.0,28.3,11.0,995.2,0,0
20220720,21.9,1.0,58.0,29.1,15.6,985.6,0,0
20220805,23.9,0.8,56.0,33.1,18.8,992.9,0,0
20220906,17.5,1.8,75.0,23.7,12.4,983.8,0,0
20221227,1.3,2.4,76.0,7.3,-0.8,991.4,0,0
